"Institution ID","Institution","Game Date","Uniform Number","Last Name","First Name","Tackles","","Tackles for Loss","","","Sacks","","","","Pass Breakups","Forced Fumbles","QB Hurries","Blocked Kicks"
"","","","","","","Unassisted","Assisted","Unassisted","Assisted","Yards","Unassisted","Assisted","Yards","No.","No.","No.","No."
"30","Arkansas St.","11/08/12","12","COLEMAN","KYLE","1","0","","","","","","","","","",""
"30","Arkansas St.","11/17/12","12","COLEMAN","KYLE","2","0","","","","","","","","","",""
"30","Arkansas St.","09/22/12","30","COLLINS","KELSEY","1","1","","","","","","","","","",""
"30","Arkansas St.","09/29/12","30","COLLINS","KELSEY","1","0","","","","","","","","","",""
"30","Arkansas St.","10/13/12","30","COLLINS","KELSEY","0","1","","","","","","","","","",""
"30","Arkansas St.","10/23/12","30","COLLINS","KELSEY","2","0","","","","","","","","","",""
"30","Arkansas St.","11/03/12","30","COLLINS","KELSEY","1","1","","","","","","","","","",""
"30","Arkansas St.","12/01/12","30","COLLINS","KELSEY","2","0","","","","","","","","","",""
"30","Arkansas St.","01/06/13","30","COLLINS","KELSEY","0","2","","","","","","","","","",""
"30","Arkansas St.","09/01/12","97","DRAPER","AMOS","1","0","1","0","3","","","","","","",""
"30","Arkansas St.","09/08/12","97","DRAPER","AMOS","0","2","","","","","","","","","",""
"30","Arkansas St.","09/15/12","97","DRAPER","AMOS","0","1","","","","","","","","","",""
"30","Arkansas St.","09/22/12","97","DRAPER","AMOS","0","2","0","1","4","","","","","","",""
"30","Arkansas St.","09/29/12","97","DRAPER","AMOS","0","1","","","","","","","","","",""
"30","Arkansas St.","10/13/12","97","DRAPER","AMOS","0","3","","","","","","","","","",""
"30","Arkansas St.","10/23/12","97","DRAPER","AMOS","1","0","1","0","4","1","0","4","","1","",""
"30","Arkansas St.","11/03/12","97","DRAPER","AMOS","1","0","","","","","","","","","",""
"30","Arkansas St.","11/08/12","97","DRAPER","AMOS","1","0","1","0","7","1","0","7","","","","1"
"30","Arkansas St.","11/17/12","97","DRAPER","AMOS","3","0","2","0","6","","","","","","",""
"30","Arkansas St.","12/01/12","97","DRAPER","AMOS","2","0","2","0","3","","","","","","",""
"30","Arkansas St.","01/06/13","97","DRAPER","AMOS","1","2","0","1","1","","","","","","",""
"30","Arkansas St.","09/15/12","93","DUNAWAY","DARIUS","0","1","","","","","","","","","",""
"30","Arkansas St.","09/22/12","93","DUNAWAY","DARIUS","1","0","1","0","9","1","0","9","","","",""
"30","Arkansas St.","10/04/12","99","FERGUSON","LUKE","1","0","","","","","","","","","",""
"30","Arkansas St.","10/13/12","99","FERGUSON","LUKE","1","0","","","","","","","","","",""
"30","Arkansas St.","09/01/12","96","GANDY","JOHN","1","0","1","0","1","","","","","","",""
"30","Arkansas St.","10/13/12","96","GANDY","JOHN","0","1","0","1","0","","","","","","",""
"30","Arkansas St.","09/01/12","28","GIRLEY","CHARLESTON","0","1","","","","","","","","","",""
"30","Arkansas St.","09/08/12","28","GIRLEY","CHARLESTON","0","1","","","","","","","","","",""
"30","Arkansas St.","09/22/12","35","GORDON","MICHAEL","1","0","","","","","","","","","",""
"30","Arkansas St.","11/03/12","35","GORDON","MICHAEL","0","1","","","","","","","","","",""
"30","Arkansas St.","11/17/12","35","GORDON","MICHAEL","0","1","","","","","","","","","",""
"30","Arkansas St.","12/01/12","35","GORDON","MICHAEL","0","1","","","","","","","","","",""
"30","Arkansas St.","09/01/12","40","HERROLD","NATHAN","6","5","","","","","","","","","",""
"30","Arkansas St.","09/08/12","40","HERROLD","NATHAN","2","7","0","1","1","","","","","1","",""
"30","Arkansas St.","09/15/12","40","HERROLD","NATHAN","6","5","1","1","10","1","0","9","","1","",""
"30","Arkansas St.","09/22/12","40","HERROLD","NATHAN","1","5","0","1","2","","","","2","","",""
"30","Arkansas St.","09/29/12","40","HERROLD","NATHAN","2","5","0","1","0","","","","1","","",""
"30","Arkansas St.","10/04/12","40","HERROLD","NATHAN","6","2","1","0","1","","","","","","",""
"30","Arkansas St.","10/13/12","40","HERROLD","NATHAN","3","14","0","1","1","","","","","","",""
"30","Arkansas St.","10/23/12","40","HERROLD","NATHAN","6","1","","","","","","","1","","",""
"30","Arkansas St.","11/03/12","40","HERROLD","NATHAN","3","4","1","1","1","","","","","","",""
"30","Arkansas St.","11/08/12","40","HERROLD","NATHAN","1","5","1","0","1","","","","","","",""
"30","Arkansas St.","11/17/12","40","HERROLD","NATHAN","6","4","1","0","7","1","0","7","","","",""
"30","Arkansas St.","12/01/12","40","HERROLD","NATHAN","5","5","2","0","8","","","","1","","",""
"30","Arkansas St.","01/06/13","40","HERROLD","NATHAN","1","4","","","","","","","","","",""
"30","Arkansas St.","09/01/12","8","HOLMES","TAUSEAN","3","0","","","","","","","1","","",""
"30","Arkansas St.","09/22/12","8","HOLMES","TAUSEAN","2","1","","","","","","","","","",""
"30","Arkansas St.","10/13/12","8","HOLMES","TAUSEAN","1","2","","","","","","","","","",""
"30","Arkansas St.","10/23/12","8","HOLMES","TAUSEAN","2","0","","","","","","","","","",""
"30","Arkansas St.","11/03/12","8","HOLMES","TAUSEAN","2","0","","","","","","","","","",""
"30","Arkansas St.","11/08/12","8","HOLMES","TAUSEAN","0","1","","","","","","","","","",""
"30","Arkansas St.","11/17/12","8","HOLMES","TAUSEAN","","","","","","","","","1","","",""
"30","Arkansas St.","12/01/12","8","HOLMES","TAUSEAN","1","0","","","","","","","","","",""
"30","Arkansas St.","01/06/13","8","HOLMES","TAUSEAN","3","2","","","","","","","","","1",""
"30","Arkansas St.","09/01/12","29","HUMES","CHRIS","1","1","","","","","","","","","",""
"30","Arkansas St.","09/08/12","29","HUMES","CHRIS","1","0","","","","","","","","","",""
"30","Arkansas St.","09/22/12","29","HUMES","CHRIS","3","4","","","","","","","","","",""
"30","Arkansas St.","10/04/12","29","HUMES","CHRIS","1","0","","","","","","","","","",""
"30","Arkansas St.","10/13/12","29","HUMES","CHRIS","2","3","","","","","","","","","",""
"30","Arkansas St.","10/23/12","29","HUMES","CHRIS","1","1","","","","","","","","","",""
"30","Arkansas St.","11/03/12","29","HUMES","CHRIS","0","1","","","","","","","","","",""
"30","Arkansas St.","11/08/12","29","HUMES","CHRIS","1","1","","","","","","","","","",""
"30","Arkansas St.","10/23/12","6","JACKSON","FRANKIE","0","1","","","","","","","","","",""
"30","Arkansas St.","11/08/12","6","JACKSON","FRANKIE","1","0","","","","","","","","","",""
"30","Arkansas St.","09/01/12","54","JACKSON","SHERVARIUS","1","1","1","1","5","0","1","4","","","",""
"30","Arkansas St.","09/08/12","54","JACKSON","SHERVARIUS","0","2","0","1","1","","","","","","",""
"30","Arkansas St.","09/15/12","54","JACKSON","SHERVARIUS","2","0","1","0","14","1","0","14","","1","",""
"30","Arkansas St.","09/22/12","54","JACKSON","SHERVARIUS","0","2","","","","","","","","","",""
"30","Arkansas St.","10/04/12","54","JACKSON","SHERVARIUS","1","2","","","","","","","","","",""
"30","Arkansas St.","10/13/12","54","JACKSON","SHERVARIUS","1","1","1","0","3","","","","","","",""
"30","Arkansas St.","11/08/12","54","JACKSON","SHERVARIUS","1","1","","","","","","","","","",""
"30","Arkansas St.","09/22/12","32","JACOBS","RYAN","1","0","","","","","","","","","",""
"30","Arkansas St.","09/01/12","5","JONES","DON","3","1","1","0","2","","","","","","",""
"30","Arkansas St.","09/08/12","5","JONES","DON","2","3","","","","","","","","","",""
"30","Arkansas St.","09/15/12","5","JONES","DON","6","2","","","","","","","","","",""
"30","Arkansas St.","09/22/12","5","JONES","DON","2","0","","","","","","","","","",""
"30","Arkansas St.","09/29/12","5","JONES","DON","5","7","","","","","","","1","","",""
"30","Arkansas St.","10/04/12","5","JONES","DON","4","2","","","","","","","","","",""
"30","Arkansas St.","10/13/12","5","JONES","DON","4","4","1","1","5","","","","","","",""
"30","Arkansas St.","10/23/12","5","JONES","DON","7","0","1","0","2","","","","","","",""
"30","Arkansas St.","11/03/12","5","JONES","DON","4","1","","","","","","","","","",""
"30","Arkansas St.","11/08/12","5","JONES","DON","4","5","0","2","3","","","","","","",""
"30","Arkansas St.","12/01/12","5","JONES","DON","","","","","","","","","1","","",""
"30","Arkansas St.","01/06/13","5","JONES","DON","4","4","1","0","2","","","","","","",""
"30","Arkansas St.","09/08/12","7","JONES","JULIAN","0","1","","","","","","","","","",""
"30","Arkansas St.","09/29/12","7","JONES","JULIAN","2","0","","","","","","","","","",""
"30","Arkansas St.","10/23/12","7","JONES","JULIAN","2","0","","","","","","","","","",""
"30","Arkansas St.","11/17/12","7","JONES","JULIAN","0","1","","","","","","","","","",""
"30","Arkansas St.","11/08/12","22","KINCY","ANTHONY","0","1","","","","","","","","","",""
"30","Arkansas St.","12/01/12","22","KINCY","ANTHONY","1","1","","","","","","","","","",""
"30","Arkansas St.","09/01/12","48","LEE","QUSHAUN","6","1","","","","","","","","","",""
"30","Arkansas St.","09/08/12","48","LEE","QUSHAUN","1","4","","","","","","","","","",""
"30","Arkansas St.","09/15/12","48","LEE","QUSHAUN","9","6","","","","","","","1","","",""
"30","Arkansas St.","09/22/12","48","LEE","QUSHAUN","3","1","","","","","","","","1","",""
"30","Arkansas St.","10/04/12","48","LEE","QUSHAUN","9","3","","","","","","","1","","",""
"30","Arkansas St.","10/13/12","48","LEE","QUSHAUN","5","4","","","","","","","1","","",""
"30","Arkansas St.","10/23/12","48","LEE","QUSHAUN","3","0","","","","","","","","","",""
"30","Arkansas St.","11/03/12","48","LEE","QUSHAUN","5","2","1","0","3","","","","","","",""
"30","Arkansas St.","11/08/12","48","LEE","QUSHAUN","3","6","0","1","2","","","","","","",""
"30","Arkansas St.","11/17/12","48","LEE","QUSHAUN","5","3","","","","","","","","1","",""
"30","Arkansas St.","12/01/12","48","LEE","QUSHAUN","1","7","","","","","","","","","",""
"30","Arkansas St.","01/06/13","48","LEE","QUSHAUN","9","4","1","0","2","","","","2","","",""
"30","Arkansas St.","09/01/12","20","LORIGAN","COLE","5","0","","","","","","","1","","",""
"30","Arkansas St.","09/08/12","20","LORIGAN","COLE","3","5","","","","","","","","","",""
"30","Arkansas St.","09/15/12","20","LORIGAN","COLE","2","2","","","","","","","","","",""
"30","Arkansas St.","09/29/12","20","LORIGAN","COLE","0","1","","","","","","","","","",""
"30","Arkansas St.","10/04/12","20","LORIGAN","COLE","2","0","","","","","","","","","",""
"30","Arkansas St.","10/13/12","20","LORIGAN","COLE","2","6","0","1","6","","","","","","",""
"30","Arkansas St.","10/23/12","20","LORIGAN","COLE","1","0","","","","","","","","","",""
"30","Arkansas St.","11/03/12","20","LORIGAN","COLE","1","0","","","","","","","","","",""
"30","Arkansas St.","11/08/12","20","LORIGAN","COLE","3","3","0","1","0","","","","","","",""
"30","Arkansas St.","11/17/12","20","LORIGAN","COLE","5","0","","","","","","","","","",""
"30","Arkansas St.","12/01/12","20","LORIGAN","COLE","2","1","","","","","","","","","",""
"30","Arkansas St.","01/06/13","20","LORIGAN","COLE","4","2","","","","","","","","","",""
"30","Arkansas St.","09/15/12","85","MURRY","KEDRIC","0","1","","","","","","","","","",""
"30","Arkansas St.","11/08/12","85","MURRY","KEDRIC","1","0","","","","","","","","","",""
"30","Arkansas St.","09/01/12","53","NELMS","NICK","2","2","0","1","5","0","1","5","","","",""
"30","Arkansas St.","09/08/12","53","NELMS","NICK","0","2","","","","","","","","","",""
"30","Arkansas St.","09/15/12","53","NELMS","NICK","1","1","","","","","","","","","",""
"30","Arkansas St.","09/22/12","53","NELMS","NICK","0","2","","","","","","","","","",""
"30","Arkansas St.","09/29/12","53","NELMS","NICK","2","7","1","2","6","","","","1","","",""
"30","Arkansas St.","10/04/12","53","NELMS","NICK","2","2","","","","","","","","","",""
"30","Arkansas St.","10/13/12","53","NELMS","NICK","0","10","0","1","4","","","","1","","",""
"30","Arkansas St.","10/23/12","53","NELMS","NICK","2","0","","","","","","","","","",""
"30","Arkansas St.","11/03/12","53","NELMS","NICK","4","1","1","0","4","","","","","","",""
"30","Arkansas St.","11/08/12","53","NELMS","NICK","4","4","1","0","1","","","","","1","",""
"30","Arkansas St.","11/17/12","53","NELMS","NICK","4","1","","","","","","","","","",""
"30","Arkansas St.","12/01/12","53","NELMS","NICK","2","4","","","","","","","","","",""
"30","Arkansas St.","01/06/13","53","NELMS","NICK","1","2","","","","","","","","","",""
"30","Arkansas St.","09/01/12","25","OKU","DAVID","1","0","","","","","","","","","",""
"30","Arkansas St.","10/04/12","25","OKU","DAVID","0","1","","","","","","","","","",""
"30","Arkansas St.","11/08/12","25","OKU","DAVID","1","0","","","","","","","","","",""
"30","Arkansas St.","09/15/12","51","OLIVER","CADE","0","1","","","","","","","","","",""
"30","Arkansas St.","09/01/12","94","OWENS","MARKEL","2","1","","","","","","","","","",""
"30","Arkansas St.","09/01/12","37","PORTER","EDDIE","2","3","","","","","","","","","",""
"30","Arkansas St.","09/08/12","37","PORTER","EDDIE","0","2","0","1","0","","","","","","",""
"30","Arkansas St.","09/15/12","37","PORTER","EDDIE","2","3","","","","","","","","1","",""
"30","Arkansas St.","09/22/12","37","PORTER","EDDIE","1","2","1","0","11","1","0","11","","1","",""
"30","Arkansas St.","09/29/12","37","PORTER","EDDIE","2","5","1","1","4","0","1","1","","","",""
"30","Arkansas St.","10/04/12","37","PORTER","EDDIE","1","1","1","0","3","","","","","","",""
"30","Arkansas St.","10/23/12","37","PORTER","EDDIE","1","0","1","0","7","1","0","7","","1","",""
"30","Arkansas St.","11/03/12","37","PORTER","EDDIE","1","1","","","","","","","1","1","",""
"30","Arkansas St.","11/08/12","37","PORTER","EDDIE","1","0","","","","","","","","","",""
"30","Arkansas St.","12/01/12","37","PORTER","EDDIE","0","1","","","","","","","1","","",""
"30","Arkansas St.","01/06/13","37","PORTER","EDDIE","1","4","0","1","1","","","","","","",""
"30","Arkansas St.","09/01/12","5B","SCALES","CHAZ","2","1","","","","","","","","","",""
"30","Arkansas St.","09/08/12","5B","SCALES","CHAZ","6","2","0","1","0","","","","1","","",""
"30","Arkansas St.","09/15/12","5B","SCALES","CHAZ","2","2","","","","","","","","","",""
"30","Arkansas St.","09/22/12","5B","SCALES","CHAZ","2","2","0","1","1","","","","","","",""
"30","Arkansas St.","09/29/12","5B","SCALES","CHAZ","2","1","","","","","","","","","",""
"30","Arkansas St.","10/04/12","5B","SCALES","CHAZ","0","1","","","","","","","","","",""
"30","Arkansas St.","10/13/12","5B","SCALES","CHAZ","2","2","","","","","","","","","",""
"30","Arkansas St.","10/23/12","5B","SCALES","CHAZ","2","0","","","","","","","2","","",""
"30","Arkansas St.","11/03/12","5B","SCALES","CHAZ","3","0","","","","","","","2","","",""
"30","Arkansas St.","11/08/12","5B","SCALES","CHAZ","2","2","","","","","","","1","","",""
"30","Arkansas St.","11/17/12","5B","SCALES","CHAZ","6","0","","","","","","","","","",""
"30","Arkansas St.","12/01/12","5B","SCALES","CHAZ","2","0","","","","","","","1","","",""
"30","Arkansas St.","01/06/13","5B","SCALES","CHAZ","0","1","","","","","","","","","",""
"30","Arkansas St.","10/04/12","18","SMITH","ANDRE","1","0","","","","","","","","","",""
"30","Arkansas St.","09/01/12","91","STARSON","TIMOTHY","4","1","","","","","","","","","",""
"30","Arkansas St.","09/08/12","91","STARSON","TIMOTHY","1","5","1","3","6","1","0","3","","","",""
"30","Arkansas St.","09/15/12","91","STARSON","TIMOTHY","0","4","0","1","1","","","","","","",""
"30","Arkansas St.","09/22/12","91","STARSON","TIMOTHY","2","4","2","2","9","","","","","","",""
"30","Arkansas St.","09/29/12","91","STARSON","TIMOTHY","0","4","0","1","1","0","1","1","","","",""
"30","Arkansas St.","10/04/12","91","STARSON","TIMOTHY","7","1","","","","","","","","","",""
"30","Arkansas St.","10/13/12","91","STARSON","TIMOTHY","0","4","0","1","7","","","","","","",""
"30","Arkansas St.","10/23/12","91","STARSON","TIMOTHY","3","0","","","","","","","","","",""
"30","Arkansas St.","11/03/12","91","STARSON","TIMOTHY","2","4","1","2","6","0","1","2","","","",""
"30","Arkansas St.","11/08/12","91","STARSON","TIMOTHY","2","6","1","2","8","1","1","7","","","",""
"30","Arkansas St.","11/17/12","91","STARSON","TIMOTHY","5","2","1","0","8","1","0","8","1","","",""
"30","Arkansas St.","12/01/12","91","STARSON","TIMOTHY","0","6","0","1","1","","","","","","",""
"30","Arkansas St.","01/06/13","91","STARSON","TIMOTHY","0","6","0","1","2","0","1","2","","","",""
"30","Arkansas St.","09/01/12","42","STONE","CHRIS","2","1","1","0","10","","","","","","",""
"30","Arkansas St.","09/08/12","42","STONE","CHRIS","2","2","1","0","1","","","","","","",""
"30","Arkansas St.","09/15/12","42","STONE","CHRIS","1","1","","","","","","","","","",""
"30","Arkansas St.","09/22/12","42","STONE","CHRIS","0","3","","","","","","","","","",""
"30","Arkansas St.","09/29/12","42","STONE","CHRIS","0","3","","","","","","","","","",""
"30","Arkansas St.","10/13/12","42","STONE","CHRIS","1","5","0","1","3","0","1","3","","","",""
"30","Arkansas St.","10/23/12","42","STONE","CHRIS","2","0","","","","","","","","","",""
"30","Arkansas St.","11/03/12","42","STONE","CHRIS","0","1","","","","","","","1","","",""
"30","Arkansas St.","11/08/12","42","STONE","CHRIS","1","1","","","","","","","1","","",""
"30","Arkansas St.","11/17/12","42","STONE","CHRIS","2","1","","","","","","","","","",""
"30","Arkansas St.","12/01/12","42","STONE","CHRIS","2","1","","","","","","","","","",""
"30","Arkansas St.","01/06/13","42","STONE","CHRIS","2","2","0","1","2","0","1","2","1","","",""
"30","Arkansas St.","11/08/12","21","THORNTON","SIRGREGORY","1","1","","","","","","","","","",""
"30","Arkansas St.","09/08/12","2B","TRIPLETT","TERRIOUS","0","2","","","","","","","","","",""
"30","Arkansas St.","09/22/12","2B","TRIPLETT","TERRIOUS","1","1","","","","","","","","","",""
"30","Arkansas St.","09/29/12","2B","TRIPLETT","TERRIOUS","1","1","","","","","","","","","",""
"30","Arkansas St.","09/01/12","24","TRYON","ANDREW","6","0","","","","","","","","","",""
"30","Arkansas St.","09/08/12","24","TRYON","ANDREW","1","2","","","","","","","","","",""
