Year,Team,Player,Targets,Catches,Yards,CatchRate,YdsPerTarget,Target %,YdsPerCatch,Standard Targets,Standard Catches,Standard Yards,Standard CatchRate,Standard YdsPerTarget,Standard Target %,Standard YdsPerCatch,Passing Targets,Passing Catches,Passing Yards,Passing CatchRate,Passing YdsPerTarget,Passing Target %,Passing YdsPerCatch
2008,Florida International,Junior Mertile,46,26,244,56.5%,5.3,13.6%,9.4,22,12,147,54.5%,6.7,12.4%,12.3,24,14,97,58.3%,4.0,14.8%,6.9
2011,New Mexico,Lucas Reed,46,22,241,47.8%,5.2,13.7%,11.0,21,10,94,47.6%,4.5,11.2%,9.4,25,12,147,48.0%,5.9,16.9%,12.3
2007,USC,David Ausberry,46,26,240,56.5%,5.2,12.9%,9.2,29,17,170,58.6%,5.9,12.7%,10.0,17,9,70,52.9%,4.1,13.3%,7.8
2009,Bowling Green,Ray Hutson,46,28,239,60.9%,5.2,7.9%,8.5,31,21,155,67.7%,5.0,9.6%,7.4,15,7,84,46.7%,5.6,5.9%,12.0
2011,Virginia,Darius Jennings,46,20,238,43.5%,5.2,11.0%,11.9,23,7,119,30.4%,5.2,9.5%,17.0,23,13,119,56.5%,5.2,13.1%,9.2
2007,Notre Dame,David Grimes,46,27,224,58.7%,4.9,12.6%,8.3,23,14,104,60.9%,4.5,12.1%,7.4,23,13,120,56.5%,5.2,13.1%,9.2
2010,Marshall,Chuck Walker,46,26,219,56.5%,4.8,11.6%,8.4,34,21,168,61.8%,4.9,14.8%,8.0,12,5,51,41.7%,4.3,7.3%,10.2
2011,Rutgers,Brandon Coleman,45,17,552,37.8%,12.3,10.2%,32.5,21,8,279,38.1%,13.3,9.3%,34.9,24,9,273,37.5%,11.4,11.0%,30.3
2007,East Carolina,Chris Johnson,45,37,528,82.2%,11.7,12.4%,14.3,24,19,220,79.2%,9.2,12.4%,11.6,21,18,308,85.7%,14.7,12.4%,17.1
2008,Arkansas State,Brandon Thompkins,45,32,511,71.1%,11.4,15.5%,16.0,27,21,328,77.8%,12.1,15.5%,15.6,18,11,183,61.1%,10.2,15.4%,16.6
2008,Rice,Corbin Smiter,45,30,487,66.7%,10.8,8.9%,16.2,25,17,252,68.0%,10.1,7.6%,14.8,20,13,235,65.0%,11.8,11.6%,18.1
2008,Ohio State,Brian Hartline,45,21,479,46.7%,10.6,18.0%,22.8,25,11,210,44.0%,8.4,20.0%,19.1,20,10,269,50.0%,13.5,16.0%,26.9
2008,Tulsa,Trae Johnson,45,20,475,44.4%,10.6,11.5%,23.8,20,9,214,45.0%,10.7,9.5%,23.8,25,11,261,44.0%,10.4,13.9%,23.7
2011,Florida State,Christian Green,45,26,450,57.8%,10.0,12.3%,17.3,27,19,345,70.4%,12.8,11.7%,18.2,18,7,105,38.9%,5.8,13.3%,15.0
2007,Houston,Mark Hafner,45,40,444,88.9%,9.9,10.1%,11.1,24,20,248,83.3%,10.3,10.0%,12.4,21,20,196,95.2%,9.3,10.3%,9.8
2008,Clemson,C.J. Spiller,45,34,436,75.6%,9.7,11.9%,12.8,22,17,228,77.3%,10.4,11.1%,13.4,23,17,208,73.9%,9.0,12.8%,12.2
2006,Florida,Percy Harvin,45,34,427,75.6%,9.5,12.2%,12.6,22,19,181,86.4%,8.2,10.0%,9.5,23,15,246,65.2%,10.7,15.5%,16.4
2006,Georgia,Martrez Milner,45,30,425,66.7%,9.4,14.0%,14.2,30,20,275,66.7%,9.2,16.6%,13.8,15,10,150,66.7%,10.0,10.7%,15.0
2010,Texas,John Chiles,45,29,418,64.4%,9.3,10.6%,14.4,27,20,272,74.1%,10.1,11.3%,13.6,18,9,146,50.0%,8.1,9.8%,16.2
2007,North Carolina,Brooks Foster,45,29,417,64.4%,9.3,13.2%,14.4,24,16,236,66.7%,9.8,13.0%,14.8,21,13,181,61.9%,8.6,13.3%,13.9
2009,BYU,Luke Ashworth,45,29,405,64.4%,9.0,11.4%,14.0,31,19,275,61.3%,8.9,12.1%,14.5,14,10,130,71.4%,9.3,10.2%,13.0
2011,Tulsa,Jordan James,45,31,404,68.9%,9.0,11.6%,13.0,33,26,315,78.8%,9.5,14.5%,12.1,12,5,89,41.7%,7.4,7.5%,17.8
2011,West Virginia,Devon Brown,45,29,404,64.4%,9.0,8.7%,13.9,24,14,160,58.3%,6.7,7.5%,11.4,21,15,244,71.4%,11.6,10.7%,16.3
2011,Florida State,Bert Reed,45,29,403,64.4%,9.0,12.3%,13.9,27,16,238,59.3%,8.8,11.7%,14.9,18,13,165,72.2%,9.2,13.3%,12.7
2005,UL-Lafayette,Bill Sampy,45,29,399,64.4%,8.9,20.4%,13.8,20,15,201,75.0%,10.1,16.5%,13.4,25,14,198,56.0%,7.9,25.0%,14.1
2006,Maryland,Danny Oquendo,45,34,397,75.6%,8.8,14.4%,11.7,23,17,184,73.9%,8.0,13.6%,10.8,22,17,213,77.3%,9.7,15.4%,12.5
2005,Texas Tech,Danny Amendola,45,34,395,75.6%,8.8,8.1%,11.6,30,20,195,66.7%,6.5,8.0%,9.8,15,14,200,93.3%,13.3,8.2%,14.3
2006,UCLA,Brandon Breazell,45,21,385,46.7%,8.6,12.0%,18.3,31,15,304,48.4%,9.8,15.0%,20.3,14,6,81,42.9%,5.8,8.2%,13.5
2006,Florida,Cornelius Ingram,45,30,380,66.7%,8.4,12.2%,12.7,32,22,298,68.8%,9.3,14.5%,13.5,13,8,82,61.5%,6.3,8.8%,10.3
2007,LSU,Richard Dickson,45,32,375,71.1%,8.3,11.1%,11.7,33,23,271,69.7%,8.2,14.0%,11.8,12,9,104,75.0%,8.7,7.0%,11.6
2007,Ohio,Chido Nwokocha,45,25,361,55.6%,8.0,16.7%,14.4,19,10,138,52.6%,7.3,15.3%,13.8,26,15,223,57.7%,8.6,17.8%,14.9
2011,Texas Tech,Adam James,45,32,359,71.1%,8.0,8.0%,11.2,28,19,221,67.9%,7.9,7.6%,11.6,17,13,138,76.5%,8.1,8.6%,10.6
2007,Texas Tech,Grant Walker,45,30,353,66.7%,7.8,6.1%,11.8,28,22,214,78.6%,7.6,5.6%,9.7,17,8,139,47.1%,8.2,7.2%,17.4
2008,East Carolina,Darryl Freeney,45,22,352,48.9%,7.8,11.4%,16.0,27,13,224,48.1%,8.3,12.9%,17.2,18,9,128,50.0%,7.1,9.7%,14.2
2005,Virginia,Fontel Mines,45,28,345,62.2%,7.7,13.3%,12.3,22,15,208,68.2%,9.5,11.5%,13.9,23,13,137,56.5%,6.0,15.8%,10.5
2010,Ole Miss,Brandon Bolden,45,32,344,71.1%,7.6,15.3%,10.8,21,12,141,57.1%,6.7,14.4%,11.8,24,20,203,83.3%,8.5,16.1%,10.2
2009,UNLV,Jerriman Robinson,45,20,342,44.4%,7.6,12.5%,17.1,26,11,167,42.3%,6.4,11.7%,15.2,19,9,175,47.4%,9.2,13.9%,19.4
2008,Notre Dame,Kyle Rudolph,45,29,340,64.4%,7.6,11.1%,11.7,28,20,226,71.4%,8.1,11.9%,11.3,17,9,114,52.9%,6.7,9.9%,12.7
2010,Rutgers,Jeremy Deering,45,16,340,35.6%,7.6,15.1%,21.3,18,7,136,38.9%,7.6,11.7%,19.4,27,9,204,33.3%,7.6,18.6%,22.7
2011,Nevada,Aaron Bradley,45,28,336,62.2%,7.5,11.5%,12.0,27,19,259,70.4%,9.6,12.2%,13.6,18,9,77,50.0%,4.3,10.6%,8.6
2010,Texas,Malcolm Williams,45,24,334,53.3%,7.4,10.6%,13.9,27,13,180,48.1%,6.7,11.3%,13.8,18,11,154,61.1%,8.6,9.8%,14.0
2007,Illinois,Jacob Willis,45,22,329,48.9%,7.3,14.9%,15.0,26,12,167,46.2%,6.4,14.7%,13.9,19,10,162,52.6%,8.5,15.1%,16.2
2011,Ball State,Willie Snead,45,28,327,62.2%,7.3,10.3%,11.7,26,15,157,57.7%,6.0,9.4%,10.5,19,13,170,68.4%,8.9,11.9%,13.1
2010,Idaho,Kama Bailey,45,31,326,68.9%,7.2,8.6%,10.5,27,19,230,70.4%,8.5,9.0%,12.1,18,12,96,66.7%,5.3,8.0%,8.0
2007,Central Michigan,Duane Brooks,45,30,325,66.7%,7.2,8.5%,10.8,28,18,167,64.3%,6.0,8.3%,9.3,17,12,158,70.6%,9.3,8.8%,13.2
2009,Connecticut,Brad Kanuch,45,27,325,60.0%,7.2,12.9%,12.0,27,18,220,66.7%,8.1,14.1%,12.2,18,9,105,50.0%,5.8,11.3%,11.7
2008,Alabama,Nick Walker,45,32,324,71.1%,7.2,14.1%,10.1,28,22,205,78.6%,7.3,15.3%,9.3,17,10,119,58.8%,7.0,12.4%,11.9
2009,Syracuse,Marcus Sales,45,28,324,62.2%,7.2,13.9%,11.6,28,20,229,71.4%,8.2,14.7%,11.5,17,8,95,47.1%,5.6,12.8%,11.9
2010,Kentucky,Derrick Locke,45,34,312,75.6%,6.9,10.3%,9.2,26,18,197,69.2%,7.6,10.1%,10.9,19,16,115,84.2%,6.1,10.7%,7.2
2005,Oklahoma,Travis Wilson,45,25,310,55.6%,6.9,14.6%,12.4,27,14,176,51.9%,6.5,17.8%,12.6,18,11,134,61.1%,7.4,11.5%,12.2
2007,Marshall,E.J. Wynn,45,31,309,68.9%,6.9,10.9%,10.0,27,20,175,74.1%,6.5,11.6%,8.8,18,11,134,61.1%,7.4,10.1%,12.2
2008,Iowa State,Marquis Hamilton,45,26,301,57.8%,6.7,11.1%,11.6,28,19,175,67.9%,6.3,12.1%,9.2,17,7,126,41.2%,7.4,9.8%,18.0
2007,UNLV,Rodelin Anthony,45,19,300,42.2%,6.7,12.3%,15.8,24,12,155,50.0%,6.5,10.9%,12.9,21,7,145,33.3%,6.9,14.3%,20.7
2008,Virginia,Cary Koch,45,31,299,68.9%,6.6,11.0%,9.6,21,16,188,76.2%,9.0,9.4%,11.8,24,15,111,62.5%,4.6,12.9%,7.4
2010,NC State,T.J. Graham,45,24,293,53.3%,6.5,8.8%,12.2,24,16,188,66.7%,7.8,7.5%,11.8,21,8,105,38.1%,5.0,10.9%,13.1
2007,Southern Miss,Gerald Baptiste,45,28,283,62.2%,6.3,12.7%,10.1,32,19,224,59.4%,7.0,16.0%,11.8,13,9,59,69.2%,4.5,8.4%,6.6
2005,Toledo,Andrew Hawkins,45,28,283,62.2%,6.3,12.6%,10.1,23,14,182,60.9%,7.9,11.2%,13.0,22,14,101,63.6%,4.6,14.5%,7.2
2006,Michigan State,T.J. Williams,45,25,281,55.6%,6.2,11.3%,11.2,26,16,147,61.5%,5.7,10.8%,9.2,19,9,134,47.4%,7.1,11.9%,14.9
2010,New Mexico State,Todd Lee,45,24,280,53.3%,6.2,12.6%,11.7,27,16,195,59.3%,7.2,14.8%,12.2,18,8,85,44.4%,4.7,10.2%,10.6
2005,Auburn,Courtney Taylor,45,22,278,48.9%,6.2,13.8%,12.6,22,9,110,40.9%,5.0,13.0%,12.2,23,13,168,56.5%,7.3,14.7%,12.9
2008,Auburn,Montez Billings,45,24,277,53.3%,6.2,14.1%,11.5,19,10,77,52.6%,4.1,11.9%,7.7,26,14,200,53.8%,7.7,16.1%,14.3
2008,Louisiana Tech,Philip Beck,45,25,268,55.6%,6.0,14.4%,10.7,26,18,206,69.2%,7.9,15.2%,11.4,19,7,62,36.8%,3.3,13.4%,8.9
2011,Michigan State,Le'Veon Bell,45,35,267,77.8%,5.9,10.4%,7.6,26,18,110,69.2%,4.2,10.3%,6.1,19,17,157,89.5%,8.3,10.4%,9.2
2008,Toledo,John Allen,45,29,265,64.4%,5.9,12.3%,9.1,34,21,209,61.8%,6.1,15.3%,10.0,11,8,56,72.7%,5.1,7.6%,7.0
2007,Florida Atlantic,William Rose,45,38,264,84.4%,5.9,9.8%,6.9,25,21,122,84.0%,4.9,10.5%,5.8,20,17,142,85.0%,7.1,9.1%,8.4
2006,Connecticut,Larry Taylor,45,29,261,64.4%,5.8,15.9%,9.0,21,15,146,71.4%,7.0,15.3%,9.7,24,14,115,58.3%,4.8,16.4%,8.2
2010,Wyoming,Chris McNeill,45,28,257,62.2%,5.7,16.3%,9.2,25,21,218,84.0%,8.7,17.4%,10.4,20,7,39,35.0%,2.0,15.2%,5.6
2010,Idaho,Preston Davis,45,30,249,66.7%,5.5,8.6%,8.3,20,12,77,60.0%,3.9,6.6%,6.4,25,18,172,72.0%,6.9,11.1%,9.6
2010,West Virginia,Noel Devine,45,34,247,75.6%,5.5,12.6%,7.3,23,20,116,87.0%,5.0,11.7%,5.8,22,14,131,63.6%,6.0,13.6%,9.4
2010,Connecticut,Ryan Griffin,45,31,245,68.9%,5.4,13.5%,7.9,19,14,90,73.7%,4.7,10.8%,6.4,26,17,155,65.4%,6.0,16.6%,9.1
2006,Colorado,Patrick Williams,45,19,242,42.2%,5.4,19.7%,12.7,23,13,171,56.5%,7.4,17.6%,13.2,22,6,71,27.3%,3.2,22.4%,11.8
2007,San Diego State,Steve Schmidt,45,31,241,68.9%,5.4,10.6%,7.8,22,15,115,68.2%,5.2,9.2%,7.7,23,16,126,69.6%,5.5,12.4%,7.9
2009,Tulsa,A.J. Whitmore,45,26,238,57.8%,5.3,12.5%,9.2,30,18,146,60.0%,4.9,14.2%,8.1,15,8,92,53.3%,6.1,10.1%,11.5
2011,Idaho,Justin Veltung,45,20,231,44.4%,5.1,11.5%,11.6,24,9,103,37.5%,4.3,10.9%,11.4,21,11,128,52.4%,6.1,12.2%,11.6
2010,Florida,Trey Burton,45,32,210,71.1%,4.7,11.4%,6.6,30,25,171,83.3%,5.7,13.9%,6.8,15,7,39,46.7%,2.6,8.4%,5.6
2008,North Texas,Alex Lott,45,26,201,57.8%,4.5,9.3%,7.7,29,19,135,65.5%,4.7,9.9%,7.1,16,7,66,43.8%,4.1,8.3%,9.4
2011,Memphis,Marcus Rucker,45,20,195,44.4%,4.3,11.6%,9.8,22,11,95,50.0%,4.3,11.6%,8.6,23,9,100,39.1%,4.3,11.6%,11.1
2006,BYU,McKay Jacobson,44,28,547,63.6%,12.4,10.3%,19.5,30,20,412,66.7%,13.7,10.5%,20.6,14,8,135,57.1%,9.6,9.9%,16.9
2010,Troy,Chip Reeves,44,30,515,68.2%,11.7,8.7%,17.2,35,22,439,62.9%,12.5,12.2%,20.0,9,8,76,88.9%,8.4,4.1%,9.5
2011,Temple,Evan Rodriguez,44,35,479,79.5%,10.9,23.4%,13.7,26,23,350,88.5%,13.5,30.2%,15.2,18,12,129,66.7%,7.2,17.6%,10.8
2009,Auburn,Terrell Zachery,44,26,477,59.1%,10.8,12.8%,18.3,28,16,236,57.1%,8.4,16.3%,14.8,16,10,241,62.5%,15.1,9.2%,24.1
2007,Western Michigan,Kelly Martin,44,44,477,100.0%,10.8,11.0%,10.8,28,28,243,100.0%,8.7,12.5%,8.7,16,16,234,100.0%,14.6,9.1%,14.6
2009,Boise State,Kyle Efaw,44,31,444,70.5%,10.1,9.8%,14.3,29,22,281,75.9%,9.7,10.8%,12.8,15,9,163,60.0%,10.9,8.2%,18.1
2008,Nebraska,Mike McNeill,44,31,434,70.5%,9.9,10.7%,14.0,30,24,351,80.0%,11.7,12.5%,14.6,14,7,83,50.0%,5.9,8.2%,11.9
2010,Texas Tech,Austin Zouzalik,44,31,432,70.5%,9.8,7.4%,13.9,29,20,255,69.0%,8.8,7.6%,12.8,15,11,177,73.3%,11.8,7.2%,16.1
2005,Michigan State,Terry Love,44,28,430,63.6%,9.8,12.1%,15.4,27,17,281,63.0%,10.4,11.8%,16.5,17,11,149,64.7%,8.8,12.7%,13.5
2010,Oregon,David Paulson,44,24,418,54.5%,9.5,11.6%,17.4,32,17,257,53.1%,8.0,14.2%,15.1,12,7,161,58.3%,13.4,7.8%,23.0
2007,New Mexico State,Kenneth Buckley,44,29,413,65.9%,9.4,7.1%,14.2,33,22,230,66.7%,7.0,8.3%,10.5,11,7,183,63.6%,16.6,4.9%,26.1
2006,UL-Monroe,Zeek Zacharie,44,30,405,68.2%,9.2,15.4%,13.5,24,18,198,75.0%,8.3,15.1%,11.0,20,12,207,60.0%,10.4,15.9%,17.3
2007,Maryland,Isaiah Williams,44,25,395,56.8%,9.0,13.2%,15.8,26,12,253,46.2%,9.7,16.1%,21.1,18,13,142,72.2%,7.9,10.5%,10.9
2006,East Carolina,Bobby Good,44,26,392,59.1%,8.9,10.9%,15.1,23,13,183,56.5%,8.0,11.2%,14.1,21,13,209,61.9%,10.0,10.6%,16.1
2011,South Carolina,Ace Sanders,44,29,383,65.9%,8.7,15.0%,13.2,23,15,222,65.2%,9.7,13.5%,14.8,21,14,161,66.7%,7.7,16.9%,11.5
2008,Florida,Aaron Hernandez,44,34,381,77.3%,8.7,13.9%,11.2,27,20,206,74.1%,7.6,14.1%,10.3,17,14,175,82.4%,10.3,13.5%,12.5
2011,Oklahoma,James Hanna,44,27,381,61.4%,8.7,8.1%,14.1,26,18,253,69.2%,9.7,7.8%,14.1,18,9,128,50.0%,7.1,8.6%,14.2
2005,Ohio State,Anthony Gonzalez,44,28,373,63.6%,8.5,15.0%,13.3,22,15,222,68.2%,10.1,14.3%,14.8,22,13,151,59.1%,6.9,15.8%,11.6
2005,North Carolina,Mike Mason,44,22,372,50.0%,8.5,13.4%,16.9,23,10,189,43.5%,8.2,14.2%,18.9,21,12,183,57.1%,8.7,12.6%,15.3
2009,Connecticut,Kashif Moore,44,22,370,50.0%,8.4,12.6%,16.8,23,12,213,52.2%,9.3,12.0%,17.8,21,10,157,47.6%,7.5,13.2%,15.7
2008,Nebraska,Menelik Holt,44,31,366,70.5%,8.3,10.7%,11.8,27,19,223,70.4%,8.3,11.3%,11.7,17,12,143,70.6%,8.4,10.0%,11.9
2010,Penn State,Devon Smith,44,27,363,61.4%,8.3,11.3%,13.4,24,18,282,75.0%,11.8,10.8%,15.7,20,9,81,45.0%,4.1,11.9%,9.0
2007,Louisville,Scott Long,44,27,358,61.4%,8.1,9.5%,13.3,27,17,255,63.0%,9.4,10.0%,15.0,17,10,103,58.8%,6.1,8.9%,10.3
2011,Hawaii,Justin Clapp,44,38,356,86.4%,8.1,7.6%,9.4,25,21,156,84.0%,6.2,6.9%,7.4,19,17,200,89.5%,10.5,8.7%,11.8
2006,Kansas,Derek Fine,44,28,355,63.6%,8.1,12.9%,12.7,31,21,244,67.7%,7.9,16.6%,11.6,13,7,111,53.8%,8.5,8.5%,15.9
2009,Southern Miss,Leroy Banks,44,27,355,61.4%,8.1,11.7%,13.1,25,15,192,60.0%,7.7,10.9%,12.8,19,12,163,63.2%,8.6,12.9%,13.6
2007,Wake Forest,John Tereshinski,44,28,355,63.6%,8.1,12.0%,12.7,25,15,186,60.0%,7.4,12.1%,12.4,19,13,169,68.4%,8.9,11.9%,13.0
2011,Eastern Michigan,Nick Olds,44,24,342,54.5%,7.8,23.9%,14.3,21,12,181,57.1%,8.6,22.1%,15.1,23,12,161,52.2%,7.0,25.8%,13.4
2007,TCU,Walter Bryant,44,27,337,61.4%,7.7,10.4%,12.5,22,13,145,59.1%,6.6,8.8%,11.2,22,14,192,63.6%,8.7,12.6%,13.7
2006,California,Marshawn Lynch,44,34,328,77.3%,7.5,11.3%,9.6,20,16,183,80.0%,9.2,9.1%,11.4,24,18,145,75.0%,6.0,14.1%,8.1
2008,TCU,Ryan Christian,44,30,321,68.2%,7.3,12.8%,10.7,26,16,138,61.5%,5.3,11.7%,8.6,18,14,183,77.8%,10.2,14.8%,13.1
2007,South Carolina,Dion Lecorn,44,27,318,61.4%,7.2,10.5%,11.8,27,15,156,55.6%,5.8,11.0%,10.4,17,12,162,70.6%,9.5,9.8%,13.5
2008,California,Verran Tucker,44,17,311,38.6%,7.1,12.0%,18.3,16,6,92,37.5%,5.8,9.4%,15.3,28,11,219,39.3%,7.8,14.2%,19.9
2008,Washington,Jermaine Kearse,44,20,301,45.5%,6.8,13.1%,15.1,19,9,165,47.4%,8.7,11.1%,18.3,25,11,136,44.0%,5.4,15.1%,12.4
2011,BYU,Marcus Mathews,44,27,299,61.4%,6.8,10.2%,11.1,26,20,205,76.9%,7.9,10.1%,10.3,18,7,94,38.9%,5.2,10.3%,13.4
2005,BYU,Nathan Meikle,44,36,292,81.8%,6.6,9.0%,8.1,31,27,243,87.1%,7.8,10.0%,9.0,13,9,49,69.2%,3.8,7.2%,5.4
2005,Virginia Tech,Jeff King,44,26,292,59.1%,6.6,15.3%,11.2,30,17,174,56.7%,5.8,17.3%,10.2,14,9,118,64.3%,8.4,12.2%,13.1
2011,Indiana,Damarlo Belcher,44,25,286,56.8%,6.5,12.3%,11.4,24,13,117,54.2%,4.9,13.1%,9.0,20,12,169,60.0%,8.5,11.4%,14.1
2007,UCLA,Terrence Austin,44,20,282,45.5%,6.4,12.3%,14.1,22,8,131,36.4%,6.0,12.4%,16.4,22,12,151,54.5%,6.9,12.2%,12.6
2007,East Carolina,Phillip Henry,44,27,279,61.4%,6.3,12.1%,10.3,20,13,128,65.0%,6.4,10.3%,9.8,24,14,151,58.3%,6.3,14.2%,10.8
2005,Buffalo,Derrick Dyer,44,26,276,59.1%,6.3,14.4%,10.6,23,13,122,56.5%,5.3,14.6%,9.4,21,13,154,61.9%,7.3,14.3%,11.8
2011,Oregon State,Joe Halahuni,44,31,268,70.5%,6.1,9.3%,8.6,21,18,183,85.7%,8.7,7.9%,10.2,23,13,85,56.5%,3.7,11.1%,6.5
2006,UCLA,Chris Markey,44,35,265,79.5%,6.0,11.7%,7.6,24,20,167,83.3%,7.0,11.7%,8.4,20,15,98,75.0%,4.9,11.8%,6.5
2009,Nebraska,Mike McNeill,44,28,259,63.6%,5.9,12.8%,9.3,24,14,129,58.3%,5.4,13.3%,9.2,20,14,130,70.0%,6.5,12.2%,9.3
2006,Virginia,Fontel Mines,44,27,256,61.4%,5.8,13.4%,9.5,23,14,140,60.9%,6.1,12.8%,10.0,21,13,116,61.9%,5.5,14.2%,8.9
2007,Connecticut,Larry Taylor,44,25,255,56.8%,5.8,13.1%,10.2,25,15,158,60.0%,6.3,14.6%,10.5,19,10,97,52.6%,5.1,11.5%,9.7
2008,Memphis,Earnest Williams,44,27,253,61.4%,5.8,10.5%,9.4,24,16,147,66.7%,6.1,10.9%,9.2,20,11,106,55.0%,5.3,10.1%,9.6
2005,Duke,Ben Patrick,44,30,252,68.2%,5.7,17.1%,8.4,20,14,119,70.0%,6.0,15.0%,8.5,24,16,133,66.7%,5.5,19.4%,8.3
2011,Troy,Shawn Southward,44,27,249,61.4%,5.7,8.7%,9.2,22,13,138,59.1%,6.3,7.5%,10.6,22,14,111,63.6%,5.0,10.4%,7.9
2007,Toledo,Andrew Hawkins,44,29,246,65.9%,5.6,11.6%,8.5,23,15,132,65.2%,5.7,11.3%,8.8,21,14,114,66.7%,5.4,12.0%,8.1
2006,Utah State,Otis Nelson,44,27,238,61.4%,5.4,16.7%,8.8,25,14,125,56.0%,5.0,18.0%,8.9,19,13,113,68.4%,5.9,15.3%,8.7
2005,Tulsa,Idris Moss,44,22,236,50.0%,5.4,11.3%,10.7,26,12,134,46.2%,5.2,12.1%,11.2,18,10,102,55.6%,5.7,10.3%,10.2
2009,Utah,Aiona Key,44,26,227,59.1%,5.2,11.8%,8.7,24,13,113,54.2%,4.7,11.4%,8.7,20,13,114,65.0%,5.7,12.3%,8.8
2011,Illinois,Spencer Harris,44,26,226,59.1%,5.1,12.9%,8.7,26,15,131,57.7%,5.0,12.5%,8.7,18,11,95,61.1%,5.3,13.4%,8.6
2010,Marshall,Troy Evans,44,21,225,47.7%,5.1,11.1%,10.7,21,12,171,57.1%,8.1,9.1%,14.3,23,9,54,39.1%,2.3,13.9%,6.0
2011,Kent State,Justin Thompson,44,32,222,72.7%,5.0,13.2%,6.9,24,18,117,75.0%,4.9,13.4%,6.5,20,14,105,70.0%,5.3,12.9%,7.5
2007,Louisiana Tech,Patrick Jackson,44,31,222,70.5%,5.0,11.3%,7.2,27,17,106,63.0%,3.9,11.6%,6.2,17,14,116,82.4%,6.8,10.9%,8.3
2010,Texas,Foswhitt Whittaker,44,34,217,77.3%,4.9,10.4%,6.4,21,14,82,66.7%,3.9,8.8%,5.9,23,20,135,87.0%,5.9,12.5%,6.8
2007,Texas A&M,Pierre Brown,44,19,217,43.2%,4.9,12.6%,11.4,28,10,137,35.7%,4.9,14.4%,13.7,16,9,80,56.3%,5.0,10.4%,8.9
2009,East Carolina,Jamar Bryant,44,22,205,50.0%,4.7,10.7%,9.3,23,15,114,65.2%,5.0,10.9%,7.6,21,7,91,33.3%,4.3,10.4%,13.0
2010,Western Michigan,Ansel Ponder,44,28,205,63.6%,4.7,9.6%,7.3,27,16,120,59.3%,4.4,9.1%,7.5,17,12,85,70.6%,5.0,10.7%,7.1
2006,Ole Miss,Shay Hodge,44,16,193,36.4%,4.4,17.1%,12.1,20,9,99,45.0%,5.0,14.7%,11.0,24,7,94,29.2%,3.9,19.7%,13.4
2006,Eastern Michigan,Dontayo Gage,44,28,169,63.6%,3.8,12.6%,6.0,25,16,90,64.0%,3.6,13.2%,5.6,19,12,79,63.2%,4.2,11.9%,6.6
2008,Arkansas,Lucas Miller,43,30,490,69.8%,11.4,9.0%,16.3,27,19,337,70.4%,12.5,9.5%,17.7,16,11,153,68.8%,9.6,8.4%,13.9
2009,UNLV,Michael Johnson,43,43,484,100.0%,11.3,11.9%,11.3,26,26,262,100.0%,10.1,11.7%,10.1,17,17,222,100.0%,13.1,12.4%,13.1
2005,Miami-FL,Ryan Moore,43,28,464,65.1%,10.8,13.8%,16.6,22,12,261,54.5%,11.9,13.2%,21.8,21,16,203,76.2%,9.7,14.5%,12.7
2011,Central Florida,Josh Reese,43,30,461,69.8%,10.7,13.1%,15.4,25,17,314,68.0%,12.6,12.7%,18.5,18,13,147,72.2%,8.2,13.6%,11.3
2011,Air Force,Jonathan Warzeka,43,31,442,72.1%,10.3,23.1%,14.3,27,20,299,74.1%,11.1,22.5%,15.0,16,11,143,68.8%,8.9,24.2%,13.0
2011,Utah State,Stanley Morrison,43,29,441,67.4%,10.3,15.8%,15.2,27,20,329,74.1%,12.2,18.0%,16.5,16,9,112,56.3%,7.0,13.0%,12.4
2007,Connecticut,Brad Kanuch,43,27,433,62.8%,10.1,12.8%,16.0,26,18,272,69.2%,10.5,15.2%,15.1,17,9,161,52.9%,9.5,10.3%,17.9
2007,Miami-OH,Chris Givens,43,25,430,58.1%,10.0,9.6%,17.2,23,13,208,56.5%,9.0,9.1%,16.0,20,12,222,60.0%,11.1,10.4%,18.5
2006,Florida State,Lorenzo Booker,43,33,420,76.7%,9.8,10.4%,12.7,20,14,122,70.0%,6.1,8.7%,8.7,23,19,298,82.6%,13.0,12.4%,15.7
2010,Tennessee,Justin Hunter,43,16,415,37.2%,9.7,11.1%,25.9,22,9,283,40.9%,12.9,10.6%,31.4,21,7,132,33.3%,6.3,11.7%,18.9
2006,Colorado State,Dustin Osborn,43,26,397,60.5%,9.2,12.7%,15.3,27,17,307,63.0%,11.4,13.4%,18.1,16,9,90,56.3%,5.6,11.7%,10.0
2011,Colorado State,Lou Greenwood,43,26,396,60.5%,9.2,13.3%,15.2,25,16,220,64.0%,8.8,13.3%,13.8,18,10,176,55.6%,9.8,13.3%,17.6
2006,Idaho,Luke Smith-Anderson,43,26,366,60.5%,8.5,13.3%,14.1,24,13,204,54.2%,8.5,14.0%,15.7,19,13,162,68.4%,8.5,12.4%,12.5
2011,Michigan State,Brian Linthicum,43,31,364,72.1%,8.5,9.9%,11.7,26,19,256,73.1%,9.8,10.3%,13.5,17,12,108,70.6%,6.4,9.3%,9.0
2010,Mississippi State,Arceto Clark,43,25,362,58.1%,8.4,15.8%,14.5,30,20,271,66.7%,9.0,18.3%,13.6,13,5,91,38.5%,7.0,12.0%,18.2
